v5_1_id,source_row,domain,feature,description,implementation_directive,source_checkbox,v5_1_phase,v5_1_priority,v5_1_repo,backend_status,frontend_status,integration_status,e2e_status,product_accessibility,overall_status,product_value,launch_dependency,technical_dependencies,risk,effort,missing,recommended_wave,evidence_backend,evidence_frontend,evidence_tests
V51-121,122,Emails transactionnels,Email vérification,Envoyer lien verify email.,Token 24h et URL frontend.,☐,MVP/Plan D,Haute,API,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,CRITICAL,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,HIGH,M,Trigger/template exist; external delivery and delivered-link browser flow are unverified.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-122,123,Emails transactionnels,Email reset password,Envoyer lien reset.,Token 1h.,☐,MVP/Plan D,Haute,API,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,UNIT_ONLY,ROLE_ACCESSIBLE,PARTIAL,CRITICAL,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,HIGH,M,Trigger/template exist; external delivery is unverified.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-123,124,Emails transactionnels,Email confirmation billet,Envoyer billet et QR.,Inclure détails événement.,☐,MVP/Plan D,Haute,API,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,UNIT_ONLY,ROLE_ACCESSIBLE,PARTIAL,CRITICAL,BLOCKER,Email provider/configuration; business triggers; delivery observability and templates,HIGH,M,Triggered by legacy Stripe finalization; PayPal order issuance does not prove external mail delivery.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-124,125,Emails transactionnels,Email invitation prestataire,Inviter prestataire hors plateforme.,Lien acceptation token.,☐,MVP/Plan D,Haute,API,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,LOW,M,"Provider-request email exists, but this is not a complete secure invitation lifecycle.",F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-125,126,Emails transactionnels,Email invitation lieu,Inviter gestionnaire lieu hors plateforme.,Lien acceptation token.,☐,MVP/Plan D,Haute,API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,MEDIUM,L,No new venue-booking email trigger to the venue manager was found.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-126,127,Emails transactionnels,Email réponse prestataire,Informer organisateur.,Trigger après respond.,☐,MVP/Plan D,Haute,API,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,LOW,M,Accepted vendor responses send email; declined responses do not.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-127,128,Emails transactionnels,Email réponse lieu,Informer organisateur.,Trigger après booking response.,☐,MVP/Plan D,Haute,API,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,LOW,M,"Response email exists, but external delivery is unverified.",F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-128,129,Emails transactionnels,Email remboursement,Informer acheteur remboursement.,Trigger refund.,☐,MVP/Plan D,Haute,API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,BLOCKER,Email provider/configuration; business triggers; delivery observability and templates,HIGH,L,No refund email trigger exists.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-129,130,Emails transactionnels,Email annulation événement,Informer acheteurs et parties prenantes.,Workflow annulation.,☐,MVP/Plan D,Haute,API,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,MEDIUM,L,No event-cancellation email trigger exists.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
V51-130,131,Invitations & growth loop,Créer invitation,Envoyer invitation à une ressource hors plateforme.,"Type vendor/venue, token unique.",☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Invitation token security; auth return-to; registration/admission contracts,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-131,132,Invitations & growth loop,Accepter invitation,Valider token public.,Endpoint accept token.,☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Invitation token security; auth return-to; registration/admission contracts,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-132,133,Invitations & growth loop,Page acceptation invitation,Page web dédiée au lien reçu.,Préremplir inscription.,☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Invitation token security; auth return-to; registration/admission contracts,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-133,134,Invitations & growth loop,Préremplissage inscription,Utiliser nom/email/type depuis token.,Passer state sécurisé.,☐,MVP/Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Invitation token security; auth return-to; registration/admission contracts,MEDIUM,L,Invitation acceptance requires authentication; registration is not prefilled from an invitation.,I — Event operations completion,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-134,135,Invitations & growth loop,Conversion invitation,Marquer invitation converted après inscription.,Relier user/profil.,☐,MVP/Plan D,Haute,API/Web,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Invitation token security; auth return-to; registration/admission contracts,LOW,M,"Invitation use/status is persisted, but no complete funnel/conversion model exists.",I — Event operations completion,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-135,136,Invitations & growth loop,Dashboard invitations,Voir invitations envoyées et statuts.,Organisateur dashboard.,☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,HIGH,DESIRABLE,Invitation token security; auth return-to; registration/admission contracts,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-136,137,Invitations & growth loop,Taux conversion invitations,Mesurer acceptation et inscription.,Analytics growth loop.,☐,MVP/Plan D,Haute,API/Web,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Invitation token security; auth return-to; registration/admission contracts,LOW,M,"Use counts are exposed, but no defined conversion-rate analytics surface exists.",I — Event operations completion,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-137,138,Invitations & growth loop,Boni invitation,Accorder crédit si prestataire rejoint.,"Phase 2, règles anti-abus.",☐,MVP/Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Invitation token security; auth return-to; registration/admission contracts,MEDIUM,L,Referral balance field exists without invitation-bonus domain logic.,Product decision — Growth loop,src/modules/invitations; events/:id/invitations,src/app/(public)/invitation; workspace invitations; participation page,src/modules/invitations/*.spec.ts; sprint3-wave4-participant.spec.ts; event-workspace.spec.ts
V51-138,139,Reviews & réputation,Créer avis prestataire,Noter un prestataire après événement.,Vérifier relation et événement terminé.,☐,Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,HIGH,DESIRABLE,Eligibility/moderation product rules; verified interaction; rating aggregation,MEDIUM,M,"Review creation API supports vendors, but no user-facing review creation UI exists.",J — Reviews & reputation,src/modules/reviews,prestataire/avis placeholder; no review client or public review surface,src/modules/reviews/*.spec.ts; no browser E2E
V51-139,140,Reviews & réputation,Créer avis lieu,Noter un lieu après événement.,Vérifier réservation et événement terminé.,☐,Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,HIGH,DESIRABLE,Eligibility/moderation product rules; verified interaction; rating aggregation,MEDIUM,M,"Review creation API supports venues, but no user-facing review creation UI exists.",J — Reviews & reputation,src/modules/reviews,prestataire/avis placeholder; no review client or public review surface,src/modules/reviews/*.spec.ts; no browser E2E
V51-140,141,Reviews & réputation,Commentaire avis,Ajouter commentaire texte.,Modération et longueur max.,☐,Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,HIGH,DESIRABLE,Eligibility/moderation product rules; verified interaction; rating aggregation,MEDIUM,M,"Comment is accepted by the API, but no frontend review form exists.",J — Reviews & reputation,src/modules/reviews,prestataire/avis placeholder; no review client or public review surface,src/modules/reviews/*.spec.ts; no browser E2E
V51-141,142,Reviews & réputation,Réponse prestataire,Prestataire répond à un avis.,Une réponse par avis.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Eligibility/moderation product rules; verified interaction; rating aggregation,MEDIUM,L,"Review replies are absent from schema, API and UI.",J — Reviews & reputation,src/modules/reviews,prestataire/avis placeholder; no review client or public review surface,src/modules/reviews/*.spec.ts; no browser E2E
V51-142,143,Reviews & réputation,Réponse lieu,Gestionnaire répond à un avis.,Une réponse par avis.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Eligibility/moderation product rules; verified interaction; rating aggregation,MEDIUM,L,"Review replies are absent from schema, API and UI.",J — Reviews & reputation,src/modules/reviews,prestataire/avis placeholder; no review client or public review surface,src/modules/reviews/*.spec.ts; no browser E2E
V51-143,144,Reviews & réputation,Moyenne notes,Agrégation rating/reviewCount.,Mettre à jour atomiquement ou job.,☐,Plan D,Haute,API/Web,BACKEND_STUB,FRONTEND_PARTIAL,NOT_INTEGRATED,NO_TEST,USER_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Eligibility/moderation product rules; verified interaction; rating aggregation,LOW,M,"rating/reviewCount fields exist, but review creation does not update aggregates.",J — Reviews & reputation,src/modules/reviews,prestataire/avis placeholder; no review client or public review surface,src/modules/reviews/*.spec.ts; no browser E2E
V51-144,145,Reviews & réputation,Afficher avis publics,Voir avis sur fiches.,Pagination et tri récent.,☐,Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,HIGH,DESIRABLE,Eligibility/moderation product rules; verified interaction; rating aggregation,MEDIUM,M,"Public list API exists, but no vendor/venue/event page renders reviews.",J — Reviews & reputation,src/modules/reviews,prestataire/avis placeholder; no review client or public review surface,src/modules/reviews/*.spec.ts; no browser E2E
V51-145,146,Dashboards & analytics,Dashboard organisateur,Liste événements et actions principales.,"Statuts, CTA et progression.",☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Stable domain read models; real metrics definitions; pagination,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-146,147,Dashboards & analytics,Hub événement,Vue centrale événement.,"Cartes billetterie, prestataires, lieux, invités.",☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Stable domain read models; real metrics definitions; pagination,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-147,148,Dashboards & analytics,Analytics revenus,Revenus par événement.,Agrégation payments/tickets.,☐,MVP/Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,MEDIUM,L,No revenue analytics data contract or screen exists.,L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-148,149,Dashboards & analytics,Analytics billets,Billets vendus/restants/scannés.,Stats temps réel.,☐,MVP/Plan D,Haute,API/Web,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,LOW,M,Per-event ticket inventory is visible; consolidated ticket analytics are absent.,L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-149,150,Dashboards & analytics,Analytics conversion,Taux complétion parcours et achat.,Événements analytics.,☐,MVP/Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,MEDIUM,L,No conversion analytics pipeline exists.,L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-150,151,Dashboards & analytics,Analytics vues page,Nombre de vues page événement.,Tracking côté serveur/client.,☐,MVP/Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,MEDIUM,L,No page-view tracking or analytics pipeline exists.,L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-151,152,Dashboards & analytics,Dashboard prestataire,Demandes reçues et profil.,UI fonctionnelle.,☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,LOW,M,"Vendor profile and requests are accessible, but there is no consolidated vendor dashboard.",L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-152,153,Dashboards & analytics,Dashboard gestionnaire,Réservations et fiche lieu.,UI fonctionnelle.,☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,LOW,M,"Venue profile and bookings are accessible, but there is no consolidated venue dashboard.",L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-153,154,Dashboards & analytics,Dashboard participant,Mes billets et historique événements.,Page dédiée.,☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Stable domain read models; real metrics definitions; pagination,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-154,155,Dashboards & analytics,Dashboard favoris,Favoris groupés.,Corriger routes.,☐,MVP/Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Stable domain read models; real metrics definitions; pagination,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-155,156,Dashboards & analytics,Dashboard conversions invitations,Suivi growth loop.,Plan D/Phase 2.,☐,MVP/Plan D,Haute,API/Web,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,LOW,M,"Invitation lists/use counts exist, but no conversion dashboard exists.",L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-156,157,Dashboards & analytics,Dashboard lieux avancé,"Calendrier, tarifs et analytics.",Phase 2.,☐,MVP/Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,DESIRABLE,Stable domain read models; real metrics definitions; pagination,LOW,M,Advanced venue dashboard/calendar remains a placeholder.,L — Analytics & administration,events organizer summary plus domain list endpoints; no analytics module,organizer dashboard; event workspace; role pages; analytics placeholders,organizer-dashboard.spec.ts; event-workspace.spec.ts; role journey specs
V51-157,158,Paramètres,Page paramètres compte,Créer vraie page paramètres.,Remplacer placeholder.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,REQUIRED,Account mutation/security contracts; preferences schema; subscription decisions,LOW,M,/parametres renders only a static heading.,G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-158,159,Paramètres,Modifier profil utilisateur,"Modifier prénom, nom, email.",Validation et confirmation email si email change.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PARTIAL,NOT_INTEGRATED,WEB_COMPONENT_ONLY,ROLE_ACCESSIBLE,PARTIAL,HIGH,REQUIRED,Account mutation/security contracts; preferences schema; subscription decisions,LOW,M,Profile is read-only and the API has no general account-profile update endpoint.,G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-159,160,Paramètres,Sécurité compte,Changer mot de passe.,Ancien mot de passe requis.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,REQUIRED,Account mutation/security contracts; preferences schema; subscription decisions,MEDIUM,L,No password/session/security settings surface exists.,G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-160,161,Paramètres,Préférences notifications,Activer/désactiver types notifications.,Stocker préférences utilisateur.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,REQUIRED,Account mutation/security contracts; preferences schema; subscription decisions,MEDIUM,L,"No notification-preferences model, endpoint or UI exists.",G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-161,162,Paramètres,Préférence langue,FR/EN.,Relier next-intl.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Account mutation/security contracts; preferences schema; subscription decisions,MEDIUM,L,No locale preference persistence or UI exists.,G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-162,163,Paramètres,Ajouter rôle,Souscrire à nouveau rôle.,Workflow d’onboarding.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,REQUIRED,Account mutation/security contracts; preferences schema; subscription decisions,LOW,M,Add-role links lead to placeholder pricing and no mutation exists.,G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-163,164,Paramètres,Gérer abonnement,Accès billing portal.,Stripe customer portal.,☐,Plan D,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Account mutation/security contracts; preferences schema; subscription decisions,MEDIUM,L,No subscription-management backend or frontend exists.,G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-164,165,Paramètres,Historique achats,Voir paiements et billets.,Participant/settings.,☐,Plan D,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,Account mutation/security contracts; preferences schema; subscription decisions,LOW,M,Tickets are visible; order/payment purchase history is not exposed as planned.,G — Account lifecycle & settings,auth /me and role onboarding only; no account-settings controller,src/app/(dashboard)/parametres/page.tsx stub; read-only profile; pricing placeholder,profile/component tests only; no account-settings E2E
V51-165,166,Landing & acquisition,Hero landing,Présenter proposition de valeur.,Message parcours intégré.,☐,MVP/Plan D,Haute,LP,N/A,FRONTEND_COMPLETE,N/A,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,HIGH,DESIRABLE,Public Web; waitlist API; CASL consent; legally approved content where applicable,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-166,167,Landing & acquisition,Sections problème/solution,Expliquer fragmentation et solution.,Copywriting clair.,☐,MVP/Plan D,Haute,LP,N/A,FRONTEND_COMPLETE,N/A,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,HIGH,DESIRABLE,Public Web; waitlist API; CASL consent; legally approved content where applicable,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
V51-167,168,Landing & acquisition,Marquee / preuve sociale,"Afficher catégories, logos ou segments.",Éviter fausses preuves.,☐,MVP/Plan D,Haute,LP,N/A,FRONTEND_COMPLETE,N/A,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,HIGH,DESIRABLE,Public Web; waitlist API; CASL consent; legally approved content where applicable,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/waitlist; src/modules/emails,src/app/page.tsx; src/components/landing; legal placeholders,e2e/landing.spec.ts; waitlist service tests
